Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.4
Horizontal Delay,0
Sample Interval,4e-05
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,-0.08
,
,
,
Label,
TIME,CH1
-1.95640e+00,nan
-1.95636e+00,nan
-1.95632e+00,nan
-1.95628e+00,nan
-1.95624e+00,nan
-1.95620e+00,nan
-1.95616e+00,nan
-1.95612e+00,nan
-1.95608e+00,nan
-1.95604e+00,nan
-1.95600e+00,nan
-1.95596e+00,nan
-1.95592e+00,nan
-1.95588e+00,nan
-1.95584e+00,nan
-1.95580e+00,nan
-1.95576e+00,nan
-1.95572e+00,nan
-1.95568e+00,nan
-1.95564e+00,nan
-1.95560e+00,nan
-1.95556e+00,nan
-1.95552e+00,nan
-1.95548e+00,nan
-1.95544e+00,nan
-1.95540e+00,nan
-1.95536e+00,nan
-1.95532e+00,nan
-1.95528e+00,nan
-1.95524e+00,nan
-1.95520e+00,nan
-1.95516e+00,nan
-1.95512e+00,nan
-1.95508e+00,nan
-1.95504e+00,nan
-1.95500e+00,nan
-1.95496e+00,nan
-1.95492e+00,nan
-1.95488e+00,nan
-1.95484e+00,nan
-1.95480e+00,nan
-1.95476e+00,nan
-1.95472e+00,nan
-1.95468e+00,nan
-1.95464e+00,nan
-1.95460e+00,nan
-1.95456e+00,nan
-1.95452e+00,nan
-1.95448e+00,nan
-1.95444e+00,nan
-1.95440e+00,nan
-1.95436e+00,nan
-1.95432e+00,nan
-1.95428e+00,nan
-1.95424e+00,nan
-1.95420e+00,nan
-1.95416e+00,nan
-1.95412e+00,nan
-1.95408e+00,nan
-1.95404e+00,nan
-1.95400e+00,nan
-1.95396e+00,nan
-1.95392e+00,nan
-1.95388e+00,nan
-1.95384e+00,nan
-1.95380e+00,nan
-1.95376e+00,nan
-1.95372e+00,nan
-1.95368e+00,nan
-1.95364e+00,nan
-1.95360e+00,nan
-1.95356e+00,nan
-1.95352e+00,nan
-1.95348e+00,nan
-1.95344e+00,nan
-1.95340e+00,nan
-1.95336e+00,nan
-1.95332e+00,nan
-1.95328e+00,nan
-1.95324e+00,nan
-1.95320e+00,nan
-1.95316e+00,nan
-1.95312e+00,nan
-1.95308e+00,nan
-1.95304e+00,nan
-1.95300e+00,nan
-1.95296e+00,nan
-1.95292e+00,nan
-1.95288e+00,nan
-1.95284e+00,nan
-1.95280e+00,nan
-1.95276e+00,nan
-1.95272e+00,nan
-1.95268e+00,nan
-1.95264e+00,nan
-1.95260e+00,nan
-1.95256e+00,nan
-1.95252e+00,nan
-1.95248e+00,nan
-1.95244e+00,nan
-1.95240e+00,nan
-1.95236e+00,nan
-1.95232e+00,nan
-1.95228e+00,nan
-1.95224e+00,nan
-1.95220e+00,nan
-1.95216e+00,nan
-1.95212e+00,nan
-1.95208e+00,nan
-1.95204e+00,nan
-1.95200e+00,nan
-1.95196e+00,nan
-1.95192e+00,nan
-1.95188e+00,nan
-1.95184e+00,nan
-1.95180e+00,nan
-1.95176e+00,nan
-1.95172e+00,nan
-1.95168e+00,nan
-1.95164e+00,nan
-1.95160e+00,nan
-1.95156e+00,nan
-1.95152e+00,nan
-1.95148e+00,nan
-1.95144e+00,nan
-1.95140e+00,nan
-1.95136e+00,nan
-1.95132e+00,nan
-1.95128e+00,nan
-1.95124e+00,nan
-1.95120e+00,nan
-1.95116e+00,nan
-1.95112e+00,nan
-1.95108e+00,nan
-1.95104e+00,nan
-1.95100e+00,nan
-1.95096e+00,nan
-1.95092e+00,nan
-1.95088e+00,nan
-1.95084e+00,nan
-1.95080e+00,nan
-1.95076e+00,nan
-1.95072e+00,nan
-1.95068e+00,nan
-1.95064e+00,nan
-1.95060e+00,nan
-1.95056e+00,nan
-1.95052e+00,nan
-1.95048e+00,nan
-1.95044e+00,nan
-1.95040e+00,nan
-1.95036e+00,nan
-1.95032e+00,nan
-1.95028e+00,nan
-1.95024e+00,nan
-1.95020e+00,nan
-1.95016e+00,nan
-1.95012e+00,nan
-1.95008e+00,nan
-1.95004e+00,nan
-1.95000e+00,nan
-1.94996e+00,nan
-1.94992e+00,nan
-1.94988e+00,nan
-1.94984e+00,nan
-1.94980e+00,nan
-1.94976e+00,nan
-1.94972e+00,nan
-1.94968e+00,nan
-1.94964e+00,nan
-1.94960e+00,nan
-1.94956e+00,nan
-1.94952e+00,nan
-1.94948e+00,nan
-1.94944e+00,nan
-1.94940e+00,nan
-1.94936e+00,nan
-1.94932e+00,nan
-1.94928e+00,nan
-1.94924e+00,nan
-1.94920e+00,nan
-1.94916e+00,nan
-1.94912e+00,nan
-1.94908e+00,nan
-1.94904e+00,nan
-1.94900e+00,nan
-1.94896e+00,nan
-1.94892e+00,nan
-1.94888e+00,nan
-1.94884e+00,nan
-1.94880e+00,nan
-1.94876e+00,nan
-1.94872e+00,nan
-1.94868e+00,nan
-1.94864e+00,nan
-1.94860e+00,nan
-1.94856e+00,nan
-1.94852e+00,nan
-1.94848e+00,nan
-1.94844e+00,nan
-1.94840e+00,nan
-1.94836e+00,nan
-1.94832e+00,nan
-1.94828e+00,nan
-1.94824e+00,nan
-1.94820e+00,nan
-1.94816e+00,nan
-1.94812e+00,nan
-1.94808e+00,nan
-1.94804e+00,nan
-1.94800e+00,nan
-1.94796e+00,nan
-1.94792e+00,nan
-1.94788e+00,nan
-1.94784e+00,nan
-1.94780e+00,nan
-1.94776e+00,nan
-1.94772e+00,nan
-1.94768e+00,nan
-1.94764e+00,nan
-1.94760e+00,nan
-1.94756e+00,nan
-1.94752e+00,nan
-1.94748e+00,nan
-1.94744e+00,nan
-1.94740e+00,nan
-1.94736e+00,nan
-1.94732e+00,nan
-1.94728e+00,nan
-1.94724e+00,nan
-1.94720e+00,nan
-1.94716e+00,nan
-1.94712e+00,nan
-1.94708e+00,nan
-1.94704e+00,nan
-1.94700e+00,nan
-1.94696e+00,nan
-1.94692e+00,nan
-1.94688e+00,nan
-1.94684e+00,nan
-1.94680e+00,nan
-1.94676e+00,nan
-1.94672e+00,nan
-1.94668e+00,nan
-1.94664e+00,nan
-1.94660e+00,nan
-1.94656e+00,nan
-1.94652e+00,nan
-1.94648e+00,nan
-1.94644e+00,nan
-1.94640e+00,nan
-1.94636e+00,nan
-1.94632e+00,nan
-1.94628e+00,nan
-1.94624e+00,nan
-1.94620e+00,nan
-1.94616e+00,nan
-1.94612e+00,nan
-1.94608e+00,nan
-1.94604e+00,nan
-1.94600e+00,nan
-1.94596e+00,nan
-1.94592e+00,nan
-1.94588e+00,nan
-1.94584e+00,nan
-1.94580e+00,nan
-1.94576e+00,nan
-1.94572e+00,nan
-1.94568e+00,nan
-1.94564e+00,nan
-1.94560e+00,nan
-1.94556e+00,nan
-1.94552e+00,nan
-1.94548e+00,nan
-1.94544e+00,nan
-1.94540e+00,nan
-1.94536e+00,nan
-1.94532e+00,nan
-1.94528e+00,nan
-1.94524e+00,nan
-1.94520e+00,nan
-1.94516e+00,nan
-1.94512e+00,nan
-1.94508e+00,nan
-1.94504e+00,nan
-1.94500e+00,nan
-1.94496e+00,nan
-1.94492e+00,nan
-1.94488e+00,nan
-1.94484e+00,nan
-1.94480e+00,nan
-1.94476e+00,nan
-1.94472e+00,nan
-1.94468e+00,nan
-1.94464e+00,nan
-1.94460e+00,nan
-1.94456e+00,nan
-1.94452e+00,nan
-1.94448e+00,nan
-1.94444e+00,nan
-1.94440e+00,nan
-1.94436e+00,nan
-1.94432e+00,nan
-1.94428e+00,nan
-1.94424e+00,nan
-1.94420e+00,nan
-1.94416e+00,nan
-1.94412e+00,nan
-1.94408e+00,nan
-1.94404e+00,nan
-1.94400e+00,nan
-1.94396e+00,nan
-1.94392e+00,nan
-1.94388e+00,nan
-1.94384e+00,nan
-1.94380e+00,nan
-1.94376e+00,nan
-1.94372e+00,nan
-1.94368e+00,nan
-1.94364e+00,nan
-1.94360e+00,nan
-1.94356e+00,nan
-1.94352e+00,nan
-1.94348e+00,nan
-1.94344e+00,nan
-1.94340e+00,nan
-1.94336e+00,nan
-1.94332e+00,nan
-1.94328e+00,nan
-1.94324e+00,nan
-1.94320e+00,nan
-1.94316e+00,nan
-1.94312e+00,nan
-1.94308e+00,nan
-1.94304e+00,nan
-1.94300e+00,nan
-1.94296e+00,nan
-1.94292e+00,nan
-1.94288e+00,nan
-1.94284e+00,nan
-1.94280e+00,nan
-1.94276e+00,nan
-1.94272e+00,nan
-1.94268e+00,nan
-1.94264e+00,nan
-1.94260e+00,nan
-1.94256e+00,nan
-1.94252e+00,nan
-1.94248e+00,nan
-1.94244e+00,nan
-1.94240e+00,nan
-1.94236e+00,nan
-1.94232e+00,nan
-1.94228e+00,nan
-1.94224e+00,nan
-1.94220e+00,nan
-1.94216e+00,nan
-1.94212e+00,nan
-1.94208e+00,nan
-1.94204e+00,nan
-1.94200e+00,nan
-1.94196e+00,nan
-1.94192e+00,nan
-1.94188e+00,nan
-1.94184e+00,nan
-1.94180e+00,nan
-1.94176e+00,nan
-1.94172e+00,nan
-1.94168e+00,nan
-1.94164e+00,nan
-1.94160e+00,nan
-1.94156e+00,nan
-1.94152e+00,nan
-1.94148e+00,nan
-1.94144e+00,nan
-1.94140e+00,nan
-1.94136e+00,nan
-1.94132e+00,nan
-1.94128e+00,nan
-1.94124e+00,nan
-1.94120e+00,nan
-1.94116e+00,nan
-1.94112e+00,nan
-1.94108e+00,nan
-1.94104e+00,nan
-1.94100e+00,nan
-1.94096e+00,nan
-1.94092e+00,nan
-1.94088e+00,nan
-1.94084e+00,nan
-1.94080e+00,nan
-1.94076e+00,nan
-1.94072e+00,nan
-1.94068e+00,nan
-1.94064e+00,nan
-1.94060e+00,nan
-1.94056e+00,nan
-1.94052e+00,nan
-1.94048e+00,nan
-1.94044e+00,nan
-1.94040e+00,nan
-1.94036e+00,nan
-1.94032e+00,nan
-1.94028e+00,nan
-1.94024e+00,nan
-1.94020e+00,nan
-1.94016e+00,nan
-1.94012e+00,nan
-1.94008e+00,nan
-1.94004e+00,nan
-1.94000e+00,nan
-1.93996e+00,nan
-1.93992e+00,nan
-1.93988e+00,nan
-1.93984e+00,nan
-1.93980e+00,nan
-1.93976e+00,nan
-1.93972e+00,nan
-1.93968e+00,nan
-1.93964e+00,nan
-1.93960e+00,nan
-1.93956e+00,nan
-1.93952e+00,nan
-1.93948e+00,nan
-1.93944e+00,nan
-1.93940e+00,nan
-1.93936e+00,nan
-1.93932e+00,nan
-1.93928e+00,nan
-1.93924e+00,nan
-1.93920e+00,nan
-1.93916e+00,nan
-1.93912e+00,nan
-1.93908e+00,nan
-1.93904e+00,nan
-1.93900e+00,nan
-1.93896e+00,nan
-1.93892e+00,nan
-1.93888e+00,nan
-1.93884e+00,nan
-1.93880e+00,nan
-1.93876e+00,nan
-1.93872e+00,nan
-1.93868e+00,nan
-1.93864e+00,nan
-1.93860e+00,nan
-1.93856e+00,nan
-1.93852e+00,nan
-1.93848e+00,nan
-1.93844e+00,nan
-1.93840e+00,nan
-1.93836e+00,nan
-1.93832e+00,nan
-1.93828e+00,nan
-1.93824e+00,nan
-1.93820e+00,nan
-1.93816e+00,nan
-1.93812e+00,nan
-1.93808e+00,nan
-1.93804e+00,nan
-1.93800e+00,nan
-1.93796e+00,nan
-1.93792e+00,nan
-1.93788e+00,nan
-1.93784e+00,nan
-1.93780e+00,nan
-1.93776e+00,nan
-1.93772e+00,nan
-1.93768e+00,nan
-1.93764e+00,nan
-1.93760e+00,nan
-1.93756e+00,nan
-1.93752e+00,nan
-1.93748e+00,nan
-1.93744e+00,nan
-1.93740e+00,nan
-1.93736e+00,nan
-1.93732e+00,nan
-1.93728e+00,nan
-1.93724e+00,nan
-1.93720e+00,nan
-1.93716e+00,nan
-1.93712e+00,nan
-1.93708e+00,nan
-1.93704e+00,nan
-1.93700e+00,nan
-1.93696e+00,nan
-1.93692e+00,nan
-1.93688e+00,nan
-1.93684e+00,nan
-1.93680e+00,nan
-1.93676e+00,nan
-1.93672e+00,nan
-1.93668e+00,nan
-1.93664e+00,nan
-1.93660e+00,nan
-1.93656e+00,nan
-1.93652e+00,nan
-1.93648e+00,nan
-1.93644e+00,nan
-1.93640e+00,nan
-1.93636e+00,nan
-1.93632e+00,nan
-1.93628e+00,nan
-1.93624e+00,nan
-1.93620e+00,nan
-1.93616e+00,nan
-1.93612e+00,nan
-1.93608e+00,nan
-1.93604e+00,nan
-1.93600e+00,nan
-1.93596e+00,nan
-1.93592e+00,nan
-1.93588e+00,nan
-1.93584e+00,nan
-1.93580e+00,nan
-1.93576e+00,nan
-1.93572e+00,nan
-1.93568e+00,nan
-1.93564e+00,nan
-1.93560e+00,nan
-1.93556e+00,nan
-1.93552e+00,nan
-1.93548e+00,nan
-1.93544e+00,nan
-1.93540e+00,nan
-1.93536e+00,nan
-1.93532e+00,nan
-1.93528e+00,nan
-1.93524e+00,nan
-1.93520e+00,nan
-1.93516e+00,nan
-1.93512e+00,nan
-1.93508e+00,nan
-1.93504e+00,nan
-1.93500e+00,nan
-1.93496e+00,nan
-1.93492e+00,nan
-1.93488e+00,nan
-1.93484e+00,nan
-1.93480e+00,nan
-1.93476e+00,nan
-1.93472e+00,nan
-1.93468e+00,nan
-1.93464e+00,nan
-1.93460e+00,nan
-1.93456e+00,nan
-1.93452e+00,nan
-1.93448e+00,nan
-1.93444e+00,nan
-1.93440e+00,nan
-1.93436e+00,nan
-1.93432e+00,nan
-1.93428e+00,nan
-1.93424e+00,nan
-1.93420e+00,nan
-1.93416e+00,nan
-1.93412e+00,nan
-1.93408e+00,nan
-1.93404e+00,nan
-1.93400e+00,nan
-1.93396e+00,nan
-1.93392e+00,nan
-1.93388e+00,nan
-1.93384e+00,nan
-1.93380e+00,nan
-1.93376e+00,nan
-1.93372e+00,nan
-1.93368e+00,nan
-1.93364e+00,nan
-1.93360e+00,nan
-1.93356e+00,nan
-1.93352e+00,nan
-1.93348e+00,nan
-1.93344e+00,nan
-1.93340e+00,nan
-1.93336e+00,nan
-1.93332e+00,nan
-1.93328e+00,nan
-1.93324e+00,nan
-1.93320e+00,nan
-1.93316e+00,nan
-1.93312e+00,nan
-1.93308e+00,nan
-1.93304e+00,nan
-1.93300e+00,nan
-1.93296e+00,nan
-1.93292e+00,nan
-1.93288e+00,nan
-1.93284e+00,nan
-1.93280e+00,nan
-1.93276e+00,nan
-1.93272e+00,nan
-1.93268e+00,nan
-1.93264e+00,nan
-1.93260e+00,nan
-1.93256e+00,nan
-1.93252e+00,nan
-1.93248e+00,nan
-1.93244e+00,nan
-1.93240e+00,nan
-1.93236e+00,nan
-1.93232e+00,nan
-1.93228e+00,nan
-1.93224e+00,nan
-1.93220e+00,nan
-1.93216e+00,nan
-1.93212e+00,nan
-1.93208e+00,nan
-1.93204e+00,nan
-1.93200e+00,nan
-1.93196e+00,nan
-1.93192e+00,nan
-1.93188e+00,nan
-1.93184e+00,nan
-1.93180e+00,nan
-1.93176e+00,nan
-1.93172e+00,nan
-1.93168e+00,nan
-1.93164e+00,nan
-1.93160e+00,nan
-1.93156e+00,nan
-1.93152e+00,nan
-1.93148e+00,nan
-1.93144e+00,nan
-1.93140e+00,nan
-1.93136e+00,nan
-1.93132e+00,nan
-1.93128e+00,nan
-1.93124e+00,nan
-1.93120e+00,nan
-1.93116e+00,nan
-1.93112e+00,nan
-1.93108e+00,nan
-1.93104e+00,nan
-1.93100e+00,nan
-1.93096e+00,nan
-1.93092e+00,nan
-1.93088e+00,nan
-1.93084e+00,nan
-1.93080e+00,nan
-1.93076e+00,nan
-1.93072e+00,nan
-1.93068e+00,nan
-1.93064e+00,nan
-1.93060e+00,nan
-1.93056e+00,nan
-1.93052e+00,nan
-1.93048e+00,nan
-1.93044e+00,nan
-1.93040e+00,nan
-1.93036e+00,nan
-1.93032e+00,nan
-1.93028e+00,nan
-1.93024e+00,nan
-1.93020e+00,nan
-1.93016e+00,nan
-1.93012e+00,nan
-1.93008e+00,nan
-1.93004e+00,nan
-1.93000e+00,nan
-1.92996e+00,nan
-1.92992e+00,nan
-1.92988e+00,nan
-1.92984e+00,nan
-1.92980e+00,nan
-1.92976e+00,nan
-1.92972e+00,nan
-1.92968e+00,nan
-1.92964e+00,nan
-1.92960e+00,nan
-1.92956e+00,nan
-1.92952e+00,nan
-1.92948e+00,nan
-1.92944e+00,nan
-1.92940e+00,nan
-1.92936e+00,nan
-1.92932e+00,nan
-1.92928e+00,nan
-1.92924e+00,nan
-1.92920e+00,nan
-1.92916e+00,nan
-1.92912e+00,nan
-1.92908e+00,nan
-1.92904e+00,nan
-1.92900e+00,nan
-1.92896e+00,nan
-1.92892e+00,nan
-1.92888e+00,nan
-1.92884e+00,nan
-1.92880e+00,nan
-1.92876e+00,nan
-1.92872e+00,nan
-1.92868e+00,nan
-1.92864e+00,nan
-1.92860e+00,nan
-1.92856e+00,nan
-1.92852e+00,nan
-1.92848e+00,nan
-1.92844e+00,nan
-1.92840e+00,nan
-1.92836e+00,nan
-1.92832e+00,nan
-1.92828e+00,nan
-1.92824e+00,nan
-1.92820e+00,nan
-1.92816e+00,nan
-1.92812e+00,nan
-1.92808e+00,nan
-1.92804e+00,nan
-1.92800e+00,nan
-1.92796e+00,nan
-1.92792e+00,nan
-1.92788e+00,nan
-1.92784e+00,nan
-1.92780e+00,nan
-1.92776e+00,nan
-1.92772e+00,nan
-1.92768e+00,nan
-1.92764e+00,nan
-1.92760e+00,nan
-1.92756e+00,nan
-1.92752e+00,nan
-1.92748e+00,nan
-1.92744e+00,nan
-1.92740e+00,nan
-1.92736e+00,nan
-1.92732e+00,nan
-1.92728e+00,nan
-1.92724e+00,nan
-1.92720e+00,nan
-1.92716e+00,nan
-1.92712e+00,nan
-1.92708e+00,nan
-1.92704e+00,nan
-1.92700e+00,nan
-1.92696e+00,nan
-1.92692e+00,nan
-1.92688e+00,nan
-1.92684e+00,nan
-1.92680e+00,nan
-1.92676e+00,nan
-1.92672e+00,nan
-1.92668e+00,nan
-1.92664e+00,nan
-1.92660e+00,nan
-1.92656e+00,nan
-1.92652e+00,nan
-1.92648e+00,nan
-1.92644e+00,nan
-1.92640e+00,nan
-1.92636e+00,nan
-1.92632e+00,nan
-1.92628e+00,nan
-1.92624e+00,nan
-1.92620e+00,nan
-1.92616e+00,nan
-1.92612e+00,nan
-1.92608e+00,nan
-1.92604e+00,nan
-1.92600e+00,nan
-1.92596e+00,nan
-1.92592e+00,nan
-1.92588e+00,nan
-1.92584e+00,nan
-1.92580e+00,nan
-1.92576e+00,nan
-1.92572e+00,nan
-1.92568e+00,nan
-1.92564e+00,nan
-1.92560e+00,nan
-1.92556e+00,nan
-1.92552e+00,nan
-1.92548e+00,nan
-1.92544e+00,nan
-1.92540e+00,nan
-1.92536e+00,nan
-1.92532e+00,nan
-1.92528e+00,nan
-1.92524e+00,nan
-1.92520e+00,nan
-1.92516e+00,nan
-1.92512e+00,nan
-1.92508e+00,nan
-1.92504e+00,nan
-1.92500e+00,nan
-1.92496e+00,nan
-1.92492e+00,nan
-1.92488e+00,nan
-1.92484e+00,nan
-1.92480e+00,nan
-1.92476e+00,nan
-1.92472e+00,nan
-1.92468e+00,nan
-1.92464e+00,nan
-1.92460e+00,nan
-1.92456e+00,nan
-1.92452e+00,nan
-1.92448e+00,nan
-1.92444e+00,nan
-1.92440e+00,nan
-1.92436e+00,nan
-1.92432e+00,nan
-1.92428e+00,nan
-1.92424e+00,nan
-1.92420e+00,nan
-1.92416e+00,nan
-1.92412e+00,nan
-1.92408e+00,nan
-1.92404e+00,nan
-1.92400e+00,nan
-1.92396e+00,nan
-1.92392e+00,nan
-1.92388e+00,nan
-1.92384e+00,nan
-1.92380e+00,nan
-1.92376e+00,nan
-1.92372e+00,nan
-1.92368e+00,nan
-1.92364e+00,nan
-1.92360e+00,nan
-1.92356e+00,nan
-1.92352e+00,nan
-1.92348e+00,nan
-1.92344e+00,nan
-1.92340e+00,nan
-1.92336e+00,nan
-1.92332e+00,nan
-1.92328e+00,nan
-1.92324e+00,nan
-1.92320e+00,nan
-1.92316e+00,nan
-1.92312e+00,nan
-1.92308e+00,nan
-1.92304e+00,nan
-1.92300e+00,nan
-1.92296e+00,nan
-1.92292e+00,nan
-1.92288e+00,nan
-1.92284e+00,nan
-1.92280e+00,nan
-1.92276e+00,nan
-1.92272e+00,nan
-1.92268e+00,nan
-1.92264e+00,nan
-1.92260e+00,nan
-1.92256e+00,nan
-1.92252e+00,nan
-1.92248e+00,nan
-1.92244e+00,nan
-1.92240e+00,nan
-1.92236e+00,nan
-1.92232e+00,nan
-1.92228e+00,nan
-1.92224e+00,nan
-1.92220e+00,nan
-1.92216e+00,nan
-1.92212e+00,nan
-1.92208e+00,nan
-1.92204e+00,nan
-1.92200e+00,nan
-1.92196e+00,nan
-1.92192e+00,nan
-1.92188e+00,nan
-1.92184e+00,nan
-1.92180e+00,nan
-1.92176e+00,nan
-1.92172e+00,nan
-1.92168e+00,nan
-1.92164e+00,nan
-1.92160e+00,nan
-1.92156e+00,nan
-1.92152e+00,nan
-1.92148e+00,nan
-1.92144e+00,nan
-1.92140e+00,nan
-1.92136e+00,nan
-1.92132e+00,nan
-1.92128e+00,nan
-1.92124e+00,nan
-1.92120e+00,nan
-1.92116e+00,nan
-1.92112e+00,nan
-1.92108e+00,nan
-1.92104e+00,nan
-1.92100e+00,nan
-1.92096e+00,nan
-1.92092e+00,nan
-1.92088e+00,nan
-1.92084e+00,nan
-1.92080e+00,nan
-1.92076e+00,nan
-1.92072e+00,nan
-1.92068e+00,nan
-1.92064e+00,nan
-1.92060e+00,nan
-1.92056e+00,nan
-1.92052e+00,nan
-1.92048e+00,nan
-1.92044e+00,nan
-1.92040e+00,nan
-1.92036e+00,nan
-1.92032e+00,nan
-1.92028e+00,nan
-1.92024e+00,nan
-1.92020e+00,nan
-1.92016e+00,nan
-1.92012e+00,nan
-1.92008e+00,nan
-1.92004e+00,nan
-1.92000e+00,nan
-1.91996e+00,nan
-1.91992e+00,nan
-1.91988e+00,nan
-1.91984e+00,nan
-1.91980e+00,nan
-1.91976e+00,nan
-1.91972e+00,nan
-1.91968e+00,nan
-1.91964e+00,nan
-1.91960e+00,nan
-1.91956e+00,nan
-1.91952e+00,nan
-1.91948e+00,nan
-1.91944e+00,nan
-1.91940e+00,nan
-1.91936e+00,nan
-1.91932e+00,nan
-1.91928e+00,nan
-1.91924e+00,nan
-1.91920e+00,nan
-1.91916e+00,nan
-1.91912e+00,nan
-1.91908e+00,nan
-1.91904e+00,nan
-1.91900e+00,nan
-1.91896e+00,nan
-1.91892e+00,nan
-1.91888e+00,nan
-1.91884e+00,nan
-1.91880e+00,nan
-1.91876e+00,nan
-1.91872e+00,nan
-1.91868e+00,nan
-1.91864e+00,nan
-1.91860e+00,nan
-1.91856e+00,nan
-1.91852e+00,nan
-1.91848e+00,nan
-1.91844e+00,nan
-1.91840e+00,nan
-1.91836e+00,nan
-1.91832e+00,nan
-1.91828e+00,nan
-1.91824e+00,nan
-1.91820e+00,nan
-1.91816e+00,nan
-1.91812e+00,nan
-1.91808e+00,nan
-1.91804e+00,nan
-1.91800e+00,nan
-1.91796e+00,nan
-1.91792e+00,nan
-1.91788e+00,nan
-1.91784e+00,nan
-1.91780e+00,nan
-1.91776e+00,nan
-1.91772e+00,nan
-1.91768e+00,nan
-1.91764e+00,nan
-1.91760e+00,nan
-1.91756e+00,nan
-1.91752e+00,nan
-1.91748e+00,nan
-1.91744e+00,nan
-1.91740e+00,nan
-1.91736e+00,nan
-1.91732e+00,nan
-1.91728e+00,nan
-1.91724e+00,nan
-1.91720e+00,nan
-1.91716e+00,nan
-1.91712e+00,nan
-1.91708e+00,nan
-1.91704e+00,nan
-1.91700e+00,nan
-1.91696e+00,nan
-1.91692e+00,nan
-1.91688e+00,nan
-1.91684e+00,nan
-1.91680e+00,nan
-1.91676e+00,nan
-1.91672e+00,nan
-1.91668e+00,nan
-1.91664e+00,nan
-1.91660e+00,nan
-1.91656e+00,nan
-1.91652e+00,nan
-1.91648e+00,nan
-1.91644e+00,nan
-1.91640e+00,nan
-1.91636e+00,nan
-1.91632e+00,nan
-1.91628e+00,nan
-1.91624e+00,nan
-1.91620e+00,nan
-1.91616e+00,nan
-1.91612e+00,nan
-1.91608e+00,nan
-1.91604e+00,nan
-1.91600e+00,nan
-1.91596e+00,nan
-1.91592e+00,nan
-1.91588e+00,nan
-1.91584e+00,nan
-1.91580e+00,nan
-1.91576e+00,nan
-1.91572e+00,nan
-1.91568e+00,nan
-1.91564e+00,nan
-1.91560e+00,nan
-1.91556e+00,nan
-1.91552e+00,nan
-1.91548e+00,nan
-1.91544e+00,nan
-1.91540e+00,nan
-1.91536e+00,nan
-1.91532e+00,nan
-1.91528e+00,nan
-1.91524e+00,nan
-1.91520e+00,nan
-1.91516e+00,nan
-1.91512e+00,nan
-1.91508e+00,nan
-1.91504e+00,nan
-1.91500e+00,nan
-1.91496e+00,nan
-1.91492e+00,nan
-1.91488e+00,nan
-1.91484e+00,nan
-1.91480e+00,nan
-1.91476e+00,nan
-1.91472e+00,nan
-1.91468e+00,nan
-1.91464e+00,nan
-1.91460e+00,nan
-1.91456e+00,nan
-1.91452e+00,nan
-1.91448e+00,nan
-1.91444e+00,nan
-1.91440e+00,nan
-1.91436e+00,nan
-1.91432e+00,nan
-1.91428e+00,nan
-1.91424e+00,nan
-1.91420e+00,nan
-1.91416e+00,nan
-1.91412e+00,nan
-1.91408e+00,nan
-1.91404e+00,nan
-1.91400e+00,nan
-1.91396e+00,nan
-1.91392e+00,nan
-1.91388e+00,nan
-1.91384e+00,nan
-1.91380e+00,nan
-1.91376e+00,nan
-1.91372e+00,nan
-1.91368e+00,nan
-1.91364e+00,nan
-1.91360e+00,nan
-1.91356e+00,nan
-1.91352e+00,nan
-1.91348e+00,nan
-1.91344e+00,nan
-1.91340e+00,nan
-1.91336e+00,nan
-1.91332e+00,nan
-1.91328e+00,nan
-1.91324e+00,nan
-1.91320e+00,nan
-1.91316e+00,nan
-1.91312e+00,nan
-1.91308e+00,nan
-1.91304e+00,nan
-1.91300e+00,nan
-1.91296e+00,nan
-1.91292e+00,nan
-1.91288e+00,nan
-1.91284e+00,nan
-1.91280e+00,nan
-1.91276e+00,nan
-1.91272e+00,nan
-1.91268e+00,nan
-1.91264e+00,nan
-1.91260e+00,nan
-1.91256e+00,nan
-1.91252e+00,nan
-1.91248e+00,nan
-1.91244e+00,nan
-1.91240e+00,nan
-1.91236e+00,nan
-1.91232e+00,nan
-1.91228e+00,nan
-1.91224e+00,nan
-1.91220e+00,nan
-1.91216e+00,nan
-1.91212e+00,nan
-1.91208e+00,nan
-1.91204e+00,nan
-1.91200e+00,nan
-1.91196e+00,nan
-1.91192e+00,nan
-1.91188e+00,nan
-1.91184e+00,nan
-1.91180e+00,nan
-1.91176e+00,nan
-1.91172e+00,nan
-1.91168e+00,nan
-1.91164e+00,nan
-1.91160e+00,nan
-1.91156e+00,nan
-1.91152e+00,nan
-1.91148e+00,nan
-1.91144e+00,nan
-1.91140e+00,nan
-1.91136e+00,nan
-1.91132e+00,nan
-1.91128e+00,nan
-1.91124e+00,nan
-1.91120e+00,nan
-1.91116e+00,nan
-1.91112e+00,nan
-1.91108e+00,nan
-1.91104e+00,nan
-1.91100e+00,nan
-1.91096e+00,nan
-1.91092e+00,nan
-1.91088e+00,nan
-1.91084e+00,nan
-1.91080e+00,nan
-1.91076e+00,nan
-1.91072e+00,nan
-1.91068e+00,nan
-1.91064e+00,nan
-1.91060e+00,nan
-1.91056e+00,nan
-1.91052e+00,nan
-1.91048e+00,nan
-1.91044e+00,nan
-1.91040e+00,nan
